"","Precinct","Population","Area","White","Black","Native","AsPac","Hisp","Year","AsPacA","BlackA","HispA","NativeA","WhiteA","TotalA"
"805",100,47913,7.19864537685984,26793,11609,94,1334,7161,2012,3,163,28,1,39,234
"806",100,47913,7.19864537685984,26793,11609,94,1334,7161,2013,0,64,24,0,15,103
"807",100,47913,7.19864537685984,26793,11609,94,1334,7161,2014,0,18,4,0,7,29
"808",100,47913,7.19864537685984,26793,11609,94,1334,7161,2015,0,11,3,0,3,17
"809",100,47913,7.19864537685984,26793,11609,94,1334,7161,2016,1,11,4,0,1,17
"810",100,47913,7.19864537685984,26793,11609,94,1334,7161,2017,0,24,6,0,6,36
"811",100,47913,7.19864537685984,26793,11609,94,1334,7161,2018,0,25,6,0,5,36
"812",101,67065,2.91790027094447,13666,33054,215,1284,16941,2005,0,14,4,0,0,18
"813",101,67065,2.91790027094447,13666,33054,215,1284,16941,2006,4,478,61,0,29,588
"814",101,67065,2.91790027094447,13666,33054,215,1284,16941,2007,2,483,55,0,20,565
"815",101,67065,2.91790027094447,13666,33054,215,1284,16941,2008,2,527,64,1,15,610
"816",101,67065,2.91790027094447,13666,33054,215,1284,16941,2009,1,716,59,0,7,794
"817",101,67065,2.91790027094447,13666,33054,215,1284,16941,2010,1,692,64,2,9,795
"818",101,67065,2.91790027094447,13666,33054,215,1284,16941,2011,7,460,51,3,4,532
"819",101,67065,2.91790027094447,13666,33054,215,1284,16941,2012,5,338,54,0,4,404
"820",101,67065,2.91790027094447,13666,33054,215,1284,16941,2013,3,182,38,1,6,234
"821",101,67065,2.91790027094447,13666,33054,215,1284,16941,2014,0,58,12,1,4,76
"822",101,67065,2.91790027094447,13666,33054,215,1284,16941,2015,0,26,3,0,1,30
"823",101,67065,2.91790027094447,13666,33054,215,1284,16941,2016,0,21,2,0,2,25
"824",101,67065,2.91790027094447,13666,33054,215,1284,16941,2017,0,13,3,0,0,16
"825",101,67065,2.91790027094447,13666,33054,215,1284,16941,2018,0,15,2,0,0,17
"826",102,144008,4.5835695449687,28493,12021,962,31448,58767,2005,0,0,0,0,0,0
"827",102,144008,4.5835695449687,28493,12021,962,31448,58767,2006,86,104,202,7,59,459
"828",102,144008,4.5835695449687,28493,12021,962,31448,58767,2007,97,114,259,5,72,549
"829",102,144008,4.5835695449687,28493,12021,962,31448,58767,2008,144,130,367,4,71,744
"830",102,144008,4.5835695449687,28493,12021,962,31448,58767,2009,191,159,425,5,100,930
"831",102,144008,4.5835695449687,28493,12021,962,31448,58767,2010,201,188,361,7,89,884
"832",102,144008,4.5835695449687,28493,12021,962,31448,58767,2011,145,140,333,6,80,738
"833",102,144008,4.5835695449687,28493,12021,962,31448,58767,2012,171,161,389,11,68,822
"834",102,144008,4.5835695449687,28493,12021,962,31448,58767,2013,75,58,149,4,33,323
"835",102,144008,4.5835695449687,28493,12021,962,31448,58767,2014,27,25,93,1,20,169
"836",102,144008,4.5835695449687,28493,12021,962,31448,58767,2015,14,12,32,0,5,63
"837",102,144008,4.5835695449687,28493,12021,962,31448,58767,2016,2,1,4,0,1,8
"838",102,144008,4.5835695449687,28493,12021,962,31448,58767,2017,0,4,4,0,2,10
"839",102,144008,4.5835695449687,28493,12021,962,31448,58767,2018,2,4,8,0,5,19
"840",103,105803,3.46984140849039,2765,45835,879,17705,29343,2005,0,2,3,0,0,5
"841",103,105803,3.46984140849039,2765,45835,879,17705,29343,2006,31,494,110,1,47,686
"842",103,105803,3.46984140849039,2765,45835,879,17705,29343,2007,43,408,82,12,29,577
"843",103,105803,3.46984140849039,2765,45835,879,17705,29343,2008,21,462,86,5,15,602
"844",103,105803,3.46984140849039,2765,45835,879,17705,29343,2009,28,549,209,8,11,820
"845",103,105803,3.46984140849039,2765,45835,879,17705,29343,2010,54,797,212,11,26,1129
"846",103,105803,3.46984140849039,2765,45835,879,17705,29343,2011,67,865,189,21,34,1198
"847",103,105803,3.46984140849039,2765,45835,879,17705,29343,2012,55,712,220,15,22,1043
"848",103,105803,3.46984140849039,2765,45835,879,17705,29343,2013,36,251,76,4,15,382
"849",103,105803,3.46984140849039,2765,45835,879,17705,29343,2014,0,25,8,2,0,35
"850",103,105803,3.46984140849039,2765,45835,879,17705,29343,2015,0,12,1,0,0,13
"851",103,105803,3.46984140849039,2765,45835,879,17705,29343,2016,1,18,4,0,0,23
"852",103,105803,3.46984140849039,2765,45835,879,17705,29343,2017,0,17,6,0,1,24
"853",103,105803,3.46984140849039,2765,45835,879,17705,29343,2018,1,12,8,0,1,22
"854",104,170190,7.23745337496307,93378,2368,222,13150,58947,2005,0,0,0,0,0,0
"855",104,170190,7.23745337496307,93378,2368,222,13150,58947,2006,7,36,117,1,66,230
"856",104,170190,7.23745337496307,93378,2368,222,13150,58947,2007,4,21,128,2,104,259
"857",104,170190,7.23745337496307,93378,2368,222,13150,58947,2008,1,21,130,0,78,237
"858",104,170190,7.23745337496307,93378,2368,222,13150,58947,2009,8,36,231,2,111,389
"859",104,170190,7.23745337496307,93378,2368,222,13150,58947,2010,1,38,195,1,95,332
"860",104,170190,7.23745337496307,93378,2368,222,13150,58947,2011,11,51,327,2,162,559
"861",104,170190,7.23745337496307,93378,2368,222,13150,58947,2012,7,33,236,1,160,440
"862",104,170190,7.23745337496307,93378,2368,222,13150,58947,2013,4,27,100,0,55,193
"863",104,170190,7.23745337496307,93378,2368,222,13150,58947,2014,0,23,67,0,32,122
"864",104,170190,7.23745337496307,93378,2368,222,13150,58947,2015,0,6,18,0,8,32
"865",104,170190,7.23745337496307,93378,2368,222,13150,58947,2016,0,0,2,0,1,3
"866",104,170190,7.23745337496307,93378,2368,222,13150,58947,2017,0,7,18,0,7,32
"867",104,170190,7.23745337496307,93378,2368,222,13150,58947,2018,0,2,2,1,0,5
"868",105,188582,11.9428607915491,24611,104029,670,27813,22337,2005,0,3,0,0,0,4
"869",105,188582,11.9428607915491,24611,104029,670,27813,22337,2006,7,201,23,2,10,259
"870",105,188582,11.9428607915491,24611,104029,670,27813,22337,2007,17,215,32,3,38,311
"871",105,188582,11.9428607915491,24611,104029,670,27813,22337,2008,24,343,46,2,36,474
"872",105,188582,11.9428607915491,24611,104029,670,27813,22337,2009,47,584,103,5,91,854
"873",105,188582,11.9428607915491,24611,104029,670,27813,22337,2010,35,664,76,5,50,842
"874",105,188582,11.9428607915491,24611,104029,670,27813,22337,2011,46,802,78,8,47,1011
"875",105,188582,11.9428607915491,24611,104029,670,27813,22337,2012,48,695,57,6,38,871
"876",105,188582,11.9428607915491,24611,104029,670,27813,22337,2013,25,230,24,0,18,306
"877",105,188582,11.9428607915491,24611,104029,670,27813,22337,2014,7,128,35,0,13,184
"878",105,188582,11.9428607915491,24611,104029,670,27813,22337,2015,1,90,8,2,5,106
"879",105,188582,11.9428607915491,24611,104029,670,27813,22337,2016,6,55,5,0,0,66
"880",105,188582,11.9428607915491,24611,104029,670,27813,22337,2017,1,28,3,0,3,35
"881",105,188582,11.9428607915491,24611,104029,670,27813,22337,2018,0,22,2,0,1,25
"882",106,122441,5.92700582277038,31739,20990,1156,22363,28309,2005,1,0,2,0,0,3
"883",106,122441,5.92700582277038,31739,20990,1156,22363,28309,2006,73,117,94,2,45,331
"884",106,122441,5.92700582277038,31739,20990,1156,22363,28309,2007,90,137,98,0,56,392
"885",106,122441,5.92700582277038,31739,20990,1156,22363,28309,2008,107,130,94,2,62,400
"886",106,122441,5.92700582277038,31739,20990,1156,22363,28309,2009,111,128,101,4,54,411
"887",106,122441,5.92700582277038,31739,20990,1156,22363,28309,2010,153,156,97,1,46,459
"888",106,122441,5.92700582277038,31739,20990,1156,22363,28309,2011,77,85,54,1,36,265
"889",106,122441,5.92700582277038,31739,20990,1156,22363,28309,2012,74,117,65,1,38,304
"890",106,122441,5.92700582277038,31739,20990,1156,22363,28309,2013,32,62,35,3,25,162
"891",106,122441,5.92700582277038,31739,20990,1156,22363,28309,2014,41,48,26,1,28,145
"892",106,122441,5.92700582277038,31739,20990,1156,22363,28309,2015,24,44,35,1,17,126
"893",106,122441,5.92700582277038,31739,20990,1156,22363,28309,2016,44,39,29,0,18,136
"894",106,122441,5.92700582277038,31739,20990,1156,22363,28309,2017,12,14,6,0,4,36
"895",106,122441,5.92700582277038,31739,20990,1156,22363,28309,2018,1,14,3,0,3,21
"896",107,151107,7.13423647491846,52871,19107,352,47130,25621,2005,1,2,2,0,0,5
"897",107,151107,7.13423647491846,52871,19107,352,47130,25621,2006,14,151,48,6,33,261
"898",107,151107,7.13423647491846,52871,19107,352,47130,25621,2007,14,123,73,9,38,262
"899",107,151107,7.13423647491846,52871,19107,352,47130,25621,2008,15,97,68,6,26,218
"900",107,151107,7.13423647491846,52871,19107,352,47130,25621,2009,16,127,64,9,28,246
"901",107,151107,7.13423647491846,52871,19107,352,47130,25621,2010,24,169,78,10,44,337
"902",107,151107,7.13423647491846,52871,19107,352,47130,25621,2011,42,176,84,6,42,365
"903",107,151107,7.13423647491846,52871,19107,352,47130,25621,2012,22,155,67,3,68,321
"904",107,151107,7.13423647491846,52871,19107,352,47130,25621,2013,31,76,35,4,20,169
"905",107,151107,7.13423647491846,52871,19107,352,47130,25621,2014,17,52,38,5,26,139
"906",107,151107,7.13423647491846,52871,19107,352,47130,25621,2015,10,18,6,0,7,41
"907",107,151107,7.13423647491846,52871,19107,352,47130,25621,2016,0,1,2,0,0,4
"908",107,151107,7.13423647491846,52871,19107,352,47130,25621,2017,0,3,5,0,1,10
"909",107,151107,7.13423647491846,52871,19107,352,47130,25621,2018,2,15,11,0,4,32
"910",108,113200,4.94982542618786,32470,2132,187,36275,39207,2005,0,0,0,0,0,0
"911",108,113200,4.94982542618786,32470,2132,187,36275,39207,2006,13,20,109,0,29,174
"912",108,113200,4.94982542618786,32470,2132,187,36275,39207,2007,36,59,208,0,52,357
"913",108,113200,4.94982542618786,32470,2132,187,36275,39207,2008,55,63,201,0,59,378
"914",108,113200,4.94982542618786,32470,2132,187,36275,39207,2009,41,49,210,0,73,376
"915",108,113200,4.94982542618786,32470,2132,187,36275,39207,2010,78,68,228,0,82,460
"916",108,113200,4.94982542618786,32470,2132,187,36275,39207,2011,54,52,234,0,78,420
"917",108,113200,4.94982542618786,32470,2132,187,36275,39207,2012,35,34,108,0,33,211
"918",108,113200,4.94982542618786,32470,2132,187,36275,39207,2013,5,6,15,0,10,36
"919",108,113200,4.94982542618786,32470,2132,187,36275,39207,2014,2,4,5,0,1,12
"920",108,113200,4.94982542618786,32470,2132,187,36275,39207,2015,0,0,3,0,1,5
"921",108,113200,4.94982542618786,32470,2132,187,36275,39207,2016,3,0,4,0,2,9
"922",108,113200,4.94982542618786,32470,2132,187,36275,39207,2017,0,6,11,0,4,22
"923",108,113200,4.94982542618786,32470,2132,187,36275,39207,2018,2,4,11,0,7,24
"924",109,247354,11.0842092574544,73668,5512,215,122094,41164,2005,0,1,0,0,0,1
"925",109,247354,11.0842092574544,73668,5512,215,122094,41164,2006,82,71,121,0,59,334
"926",109,247354,11.0842092574544,73668,5512,215,122094,41164,2007,111,49,134,2,73,387
"927",109,247354,11.0842092574544,73668,5512,215,122094,41164,2008,53,68,154,0,64,350
"928",109,247354,11.0842092574544,73668,5512,215,122094,41164,2009,88,69,177,0,48,385
"929",109,247354,11.0842092574544,73668,5512,215,122094,41164,2010,96,60,130,4,65,362
"930",109,247354,11.0842092574544,73668,5512,215,122094,41164,2011,245,159,324,5,108,848
"931",109,247354,11.0842092574544,73668,5512,215,122094,41164,2012,212,154,260,4,106,746
"932",109,247354,11.0842092574544,73668,5512,215,122094,41164,2013,84,92,104,0,59,344
"933",109,247354,11.0842092574544,73668,5512,215,122094,41164,2014,25,22,42,0,18,107
"934",109,247354,11.0842092574544,73668,5512,215,122094,41164,2015,6,7,22,0,11,46
"935",109,247354,11.0842092574544,73668,5512,215,122094,41164,2016,10,9,16,0,4,40
"936",109,247354,11.0842092574544,73668,5512,215,122094,41164,2017,2,6,8,0,2,19
"937",109,247354,11.0842092574544,73668,5512,215,122094,41164,2018,3,8,8,0,4,23
"938",110,172634,3.87143442373769,12352,9091,299,57292,90314,2005,1,0,9,0,0,10
"939",110,172634,3.87143442373769,12352,9091,299,57292,90314,2006,21,50,309,3,28,420
"940",110,172634,3.87143442373769,12352,9091,299,57292,90314,2007,18,58,326,2,16,430
"941",110,172634,3.87143442373769,12352,9091,299,57292,90314,2008,11,56,256,3,22,352
"942",110,172634,3.87143442373769,12352,9091,299,57292,90314,2009,13,42,474,1,22,556
"943",110,172634,3.87143442373769,12352,9091,299,57292,90314,2010,26,70,515,6,37,659
"944",110,172634,3.87143442373769,12352,9091,299,57292,90314,2011,35,68,541,1,29,677
"945",110,172634,3.87143442373769,12352,9091,299,57292,90314,2012,29,49,478,2,34,597
"946",110,172634,3.87143442373769,12352,9091,299,57292,90314,2013,24,30,298,0,14,367
"947",110,172634,3.87143442373769,12352,9091,299,57292,90314,2014,2,9,36,0,5,52
"948",110,172634,3.87143442373769,12352,9091,299,57292,90314,2015,2,10,52,0,3,67
"949",110,172634,3.87143442373769,12352,9091,299,57292,90314,2016,0,14,45,1,0,60
"950",110,172634,3.87143442373769,12352,9091,299,57292,90314,2017,4,13,47,0,3,68
"951",110,172634,3.87143442373769,12352,9091,299,57292,90314,2018,3,9,48,0,3,64
"952",111,116431,8.95113235289062,54690,2400,62,45777,11676,2006,17,37,52,0,53,163
"953",111,116431,8.95113235289062,54690,2400,62,45777,11676,2007,30,52,54,2,51,197
"954",111,116431,8.95113235289062,54690,2400,62,45777,11676,2008,61,61,55,1,67,253
"955",111,116431,8.95113235289062,54690,2400,62,45777,11676,2009,31,50,58,2,81,231
"956",111,116431,8.95113235289062,54690,2400,62,45777,11676,2010,42,53,71,5,99,281
"957",111,116431,8.95113235289062,54690,2400,62,45777,11676,2011,38,54,70,2,82,255
"958",111,116431,8.95113235289062,54690,2400,62,45777,11676,2012,27,22,48,2,78,180
"959",111,116431,8.95113235289062,54690,2400,62,45777,11676,2013,18,19,18,2,29,86
"960",111,116431,8.95113235289062,54690,2400,62,45777,11676,2014,6,6,13,0,12,37
"961",111,116431,8.95113235289062,54690,2400,62,45777,11676,2015,5,5,10,0,5,25
"962",111,116431,8.95113235289062,54690,2400,62,45777,11676,2016,7,9,9,0,8,33
"963",111,116431,8.95113235289062,54690,2400,62,45777,11676,2017,3,7,5,0,9,26
"964",111,116431,8.95113235289062,54690,2400,62,45777,11676,2018,4,8,5,0,10,27
"965",112,112277,3.05807704112071,62092,2797,104,29247,15146,2005,0,0,0,0,0,0
"966",112,112277,3.05807704112071,62092,2797,104,29247,15146,2006,9,31,52,0,71,170
"967",112,112277,3.05807704112071,62092,2797,104,29247,15146,2007,8,30,40,1,73,160
"968",112,112277,3.05807704112071,62092,2797,104,29247,15146,2008,15,28,50,0,82,182
"969",112,112277,3.05807704112071,62092,2797,104,29247,15146,2009,18,61,70,4,154,314
"970",112,112277,3.05807704112071,62092,2797,104,29247,15146,2010,16,52,85,2,123,291
"971",112,112277,3.05807704112071,62092,2797,104,29247,15146,2011,16,69,81,2,110,285
"972",112,112277,3.05807704112071,62092,2797,104,29247,15146,2012,10,47,62,2,93,224
"973",112,112277,3.05807704112071,62092,2797,104,29247,15146,2013,3,35,34,0,49,126
"974",112,112277,3.05807704112071,62092,2797,104,29247,15146,2014,0,11,19,0,11,42
"975",112,112277,3.05807704112071,62092,2797,104,29247,15146,2015,0,3,5,0,0,8
"976",112,112277,3.05807704112071,62092,2797,104,29247,15146,2016,0,5,2,0,4,11
"977",112,112277,3.05807704112071,62092,2797,104,29247,15146,2017,1,3,9,0,1,15
"978",112,112277,3.05807704112071,62092,2797,104,29247,15146,2018,1,15,13,0,6,35
"979",113,120132,13.4341816993026,1057,101721,511,2619,9783,2005,0,0,0,0,0,0
"980",113,120132,13.4341816993026,1057,101721,511,2619,9783,2006,1,243,6,0,6,256
"981",113,120132,13.4341816993026,1057,101721,511,2619,9783,2007,6,334,15,0,10,370
"982",113,120132,13.4341816993026,1057,101721,511,2619,9783,2008,7,489,17,3,6,528
"983",113,120132,13.4341816993026,1057,101721,511,2619,9783,2009,10,540,20,0,3,588
"984",113,120132,13.4341816993026,1057,101721,511,2619,9783,2010,16,554,25,1,8,619
"985",113,120132,13.4341816993026,1057,101721,511,2619,9783,2011,12,530,39,4,3,595
"986",113,120132,13.4341816993026,1057,101721,511,2619,9783,2012,13,525,33,1,2,578
"987",113,120132,13.4341816993026,1057,101721,511,2619,9783,2013,7,134,9,0,2,154
"988",113,120132,13.4341816993026,1057,101721,511,2619,9783,2014,0,52,3,1,1,57
"989",113,120132,13.4341816993026,1057,101721,511,2619,9783,2015,0,13,0,0,0,13
"990",113,120132,13.4341816993026,1057,101721,511,2619,9783,2016,1,15,2,0,0,18
"991",113,120132,13.4341816993026,1057,101721,511,2619,9783,2017,0,20,0,0,0,20
"992",113,120132,13.4341816993026,1057,101721,511,2619,9783,2018,1,15,0,0,1,17
"993",114,202766,6.03900340113437,91531,21019,354,29080,54441,2005,0,6,1,0,0,8
"994",114,202766,6.03900340113437,91531,21019,354,29080,54441,2006,31,422,333,6,182,1015
"995",114,202766,6.03900340113437,91531,21019,354,29080,54441,2007,43,383,398,15,234,1156
"996",114,202766,6.03900340113437,91531,21019,354,29080,54441,2008,42,303,317,10,145,870
"997",114,202766,6.03900340113437,91531,21019,354,29080,54441,2009,34,195,236,6,131,623
"998",114,202766,6.03900340113437,91531,21019,354,29080,54441,2010,31,262,238,1,106,670
"999",114,202766,6.03900340113437,91531,21019,354,29080,54441,2011,30,300,254,2,138,740
"1000",114,202766,6.03900340113437,91531,21019,354,29080,54441,2012,26,287,156,4,80,562
"1001",114,202766,6.03900340113437,91531,21019,354,29080,54441,2013,7,126,107,1,44,288
"1002",114,202766,6.03900340113437,91531,21019,354,29080,54441,2014,10,60,39,0,18,129
"1003",114,202766,6.03900340113437,91531,21019,354,29080,54441,2015,8,23,21,1,20,75
"1004",114,202766,6.03900340113437,91531,21019,354,29080,54441,2016,5,30,23,0,4,62
"1005",114,202766,6.03900340113437,91531,21019,354,29080,54441,2017,3,54,41,0,11,109
"1006",114,202766,6.03900340113437,91531,21019,354,29080,54441,2018,0,57,49,0,15,122
"1007",115,171576,3.89056016029543,20334,10683,243,27026,110108,2005,0,0,0,0,0,0
"1008",115,171576,3.89056016029543,20334,10683,243,27026,110108,2006,18,46,167,0,8,249
"1009",115,171576,3.89056016029543,20334,10683,243,27026,110108,2007,9,34,194,2,9,248
"1010",115,171576,3.89056016029543,20334,10683,243,27026,110108,2008,11,53,237,2,16,322
"1011",115,171576,3.89056016029543,20334,10683,243,27026,110108,2009,14,48,331,3,21,422
"1012",115,171576,3.89056016029543,20334,10683,243,27026,110108,2010,14,70,385,1,24,507
"1013",115,171576,3.89056016029543,20334,10683,243,27026,110108,2011,11,72,541,0,32,671
"1014",115,171576,3.89056016029543,20334,10683,243,27026,110108,2012,15,54,369,2,21,464
"1015",115,171576,3.89056016029543,20334,10683,243,27026,110108,2013,8,29,193,0,16,247
"1016",115,171576,3.89056016029543,20334,10683,243,27026,110108,2014,1,5,19,0,4,29
"1017",115,171576,3.89056016029543,20334,10683,243,27026,110108,2015,0,1,18,0,1,20
"1018",115,171576,3.89056016029543,20334,10683,243,27026,110108,2016,2,1,42,1,2,48
"1019",115,171576,3.89056016029543,20334,10683,243,27026,110108,2017,0,6,26,0,5,37
"1020",115,171576,3.89056016029543,20334,10683,243,27026,110108,2018,4,15,33,0,0,52
"1021",120,175876,13.110884597805,69615,38630,401,13167,50069,2005,0,0,0,0,0,0
"1022",120,175876,13.110884597805,69615,38630,401,13167,50069,2006,4,400,135,0,121,668
"1023",120,175876,13.110884597805,69615,38630,401,13167,50069,2007,3,352,147,0,121,631
"1024",120,175876,13.110884597805,69615,38630,401,13167,50069,2008,9,620,256,1,177,1066
"1025",120,175876,13.110884597805,69615,38630,401,13167,50069,2009,5,499,256,2,149,922
"1026",120,175876,13.110884597805,69615,38630,401,13167,50069,2010,5,605,295,1,173,1107
"1027",120,175876,13.110884597805,69615,38630,401,13167,50069,2011,12,667,324,1,238,1268
"1028",120,175876,13.110884597805,69615,38630,401,13167,50069,2012,14,468,228,1,129,854
"1029",120,175876,13.110884597805,69615,38630,401,13167,50069,2013,0,193,63,1,46,303
"1030",120,175876,13.110884597805,69615,38630,401,13167,50069,2014,0,73,17,1,6,97
"1031",120,175876,13.110884597805,69615,38630,401,13167,50069,2015,0,26,8,0,4,38
"1032",120,175876,13.110884597805,69615,38630,401,13167,50069,2016,0,18,8,0,9,36
"1033",120,175876,13.110884597805,69615,38630,401,13167,50069,2017,0,46,10,0,7,65
"1034",120,175876,13.110884597805,69615,38630,401,13167,50069,2018,0,26,12,0,4,42
"1035",122,194822,26.8770098627155,147259,4467,230,17121,23000,2005,0,0,0,0,0,0
"1036",122,194822,26.8770098627155,147259,4467,230,17121,23000,2006,2,81,38,3,152,281
"1037",122,194822,26.8770098627155,147259,4467,230,17121,23000,2007,2,49,35,0,147,249
"1038",122,194822,26.8770098627155,147259,4467,230,17121,23000,2008,1,47,41,1,151,248
"1039",122,194822,26.8770098627155,147259,4467,230,17121,23000,2009,4,34,27,0,91,159
"1040",122,194822,26.8770098627155,147259,4467,230,17121,23000,2010,2,49,35,3,93,188
"1041",122,194822,26.8770098627155,147259,4467,230,17121,23000,2011,4,61,62,1,202,343
"1042",122,194822,26.8770098627155,147259,4467,230,17121,23000,2012,2,42,33,0,147,232
"1043",122,194822,26.8770098627155,147259,4467,230,17121,23000,2013,2,16,15,0,57,94
"1044",122,194822,26.8770098627155,147259,4467,230,17121,23000,2014,0,5,5,0,17,28
"1045",122,194822,26.8770098627155,147259,4467,230,17121,23000,2015,0,8,8,0,8,24
"1046",122,194822,26.8770098627155,147259,4467,230,17121,23000,2016,0,25,14,0,17,57
"1047",122,194822,26.8770098627155,147259,4467,230,17121,23000,2017,1,36,7,0,20,65
"1048",122,194822,26.8770098627155,147259,4467,230,17121,23000,2018,0,11,3,0,19,34
"1049",123,98032,15.842833943997,83295,1216,64,4546,7982,2005,0,0,0,0,0,0
"1050",123,98032,15.842833943997,83295,1216,64,4546,7982,2006,1,10,4,0,65,80
"1051",123,98032,15.842833943997,83295,1216,64,4546,7982,2007,3,8,9,0,95,118
"1052",123,98032,15.842833943997,83295,1216,64,4546,7982,2008,1,12,16,0,120,150
"1053",123,98032,15.842833943997,83295,1216,64,4546,7982,2009,0,7,9,0,95,114
"1054",123,98032,15.842833943997,83295,1216,64,4546,7982,2010,1,7,11,0,94,118
"1055",123,98032,15.842833943997,83295,1216,64,4546,7982,2011,2,4,13,0,84,105
"1056",123,98032,15.842833943997,83295,1216,64,4546,7982,2012,3,7,15,0,66,91
"1057",123,98032,15.842833943997,83295,1216,64,4546,7982,2013,1,6,4,0,58,69
"1058",123,98032,15.842833943997,83295,1216,64,4546,7982,2014,2,7,6,0,53,70
"1059",123,98032,15.842833943997,83295,1216,64,4546,7982,2015,0,6,4,0,20,30
"1060",123,98032,15.842833943997,83295,1216,64,4546,7982,2016,0,3,3,0,25,32
"1061",123,98032,15.842833943997,83295,1216,64,4546,7982,2017,1,8,1,0,13,23
"1062",123,98032,15.842833943997,83295,1216,64,4546,7982,2018,0,2,0,0,2,4
